0,07:45:07,hi,hi,114,199,199,199,299,299,299,249,322,350,300,300,444,400,400,400,500,500,500,500,600,600,600,650
1,07:45:12,hi,hi,114,199,199,199,299,299,299,249,323,350,300,300,444,400,400,400,500,500,500,500,600,600,600,649
